,State,Total Issued 2024,Total New Issued 2024,Held by CCC 2024,Under Shipping Order,Open 2024,Open 2023,Open 2022,Open 2021 and earlier,Total Open
0,AL & FL,716786,705962,76082,160092,342551,1236,626,717,345130
1,AR,1659127,1582512,534059,292157,935714,2164,1108,832,939818
2,AZ & NM,330856,326722,129003,45107,231119,4945,2730,553,239347
3,CA,285359,285359,145836,11796,180781,5094,2795,1249,189919
4,GA,2469278,1949030,147882,659290,1237114,12552,1509,2081,1253256
5,KS & OK,498851,425128,21679,84815,256422,795,833,446,258496
6,LA,379254,379254,62282,42344,130729,586,906,551,132772
7,MO,388113,388113,125647,65553,207646,69,247,250,208212
8,MS,1196545,1104540,380055,162261,677576,7869,2551,905,688901
9,NC & VA,1130093,991525,169217,175701,711731,7647,2443,1050,722871
10,SC,331190,320402,46733,84753,194925,687,199,370,196181
11,TN,1626120,1410275,709085,243980,1099043,4607,880,2607,1107137
12,TX,4932245,4023402,358086,666104,1913958,35426,21725,22223,1993332
13,--TOTAL,15943817,13892224,2905646,2693953,8119309,83677,38552,33834,8275372
