,State,Total Issued 2025,Total New Issued 2025,Held by CCC 2025,Under Shipping Order,Open 2025,Open 2024,Open 2023,Open 2022 and earlier,Total Open
0,AL & FL,0,0,0,19209,0,28447,397,1139,29983
1,AR,11421,11421,0,100436,11421,159820,339,1659,173239
2,AZ & NM,400,400,0,18291,400,106285,3062,2122,111869
3,CA,0,0,0,8861,0,73889,3296,3365,80550
4,GA,0,0,0,73862,0,157684,6342,2865,166891
5,KS & OK,0,0,0,246,0,5777,525,834,7136
6,LA,9923,9923,0,5013,9923,7961,135,1270,19289
7,MO,0,0,0,15785,0,29956,47,208,30211
8,MS,0,0,0,133061,0,167509,1520,3118,172147
9,NC & VA,1,1,0,109479,0,171805,3554,2458,177817
10,SC,4,0,0,16227,0,32543,331,527,33401
11,TN,34,34,4334,141148,34,273942,1577,2779,278332
12,TX,600556,593561,172992,266373,559459,513544,19914,40319,1133236
13,--TOTAL,622339,615340,177326,907991,581237,1729162,41039,62663,2414101
